wave,only_means,message,prevent,condemn,justified,mate_compete,job_compete,life_satisfaction,excess_males,age,age_group,gender,state,citizenship,marital,religion,eduyrs,occupation,income,household_size,self_econ,distance_ref,settle_ref,left_right,afd,muslim_att,afd_att,contact_att,list,treatment_list,outcome_list,ref_integrating,ref_citizenship,ref_reduce,ref_moredone,ref_cultgiveup,ref_economy,ref_crime,ref_terror,ref_loc_services,ref_loc_economy,ref_loc_crime,ref_loc_culture,ref_loc_islam,ref_loc_schools,ref_loc_housing,ref_loc_wayoflife
4,4,4,4,4,4,3,3,6,1.021067190276902,29,18-29,Female,Berlin,1,Married,"No, I don't feel close to any religion",20,Employee in low / medium position,"3,500 to below 4,000 <80>",4,5,6-10 kilometers,500 <96> 999,5,92,1,1,0.5,NA,NA,NA,4,4,4,4,3,3,4,4,3,4,4,4,3,3,4,4
4,1,1,1,1,1,1,1,7,1.021067190276902,52,50-59,Male,Berlin,1,"With partner, living together","No, I don't feel close to any religion",20,Permanently sick or disabled,"2,500 to below 3,000 <80>",2,5,Less than 3 kilometer,1000 and more,2,0,0.375,0,0.5,NA,NA,NA,2,3,3,1,3,2,3,3,4,3,3,3,3,4,4,2
4,1,1,1,1,1,1,1,3,1.021067190276902,61,60 and older,Female,Berlin,1,Divorced / separated,"No, I don't feel close to any religion",13,Unskilled worker,"500 to below 1,000 <80>",1,2,21-50 kilometers,1000 and more,1,0,0.125,0,0.16666666666666666,NA,NA,NA,2,1,2,2,2,2,2,1,3,2,2,2,2,4,3,3
4,2,1,2,2,2,2,3,5,1.021067190276902,25,18-29,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",16,Senior civil servant <96> highest level,"1,500 to below 2,000 <80>",1,8,Less than 3 kilometer,500 <96> 999,5,18,0.375,0,0.6666666666666666,NA,NA,NA,3,3,3,2,3,3,3,3,3,3,3,2,3,2,3,3
4,1,2,1,1,1,1,2,5,1.021067190276902,64,60 and older,Female,Berlin,1,"Single, without partner","No, I don't feel close to any religion",20,Retired,"1,500 to below 2,000 <80>",1,5,Don't know,1000 and more,0,1,1,0,0.5,NA,NA,NA,3,2,3,3,3,3,3,4,3,2,3,2,3,3,3,2
4,1,1,1,2,1,1,1,8,1.021067190276902,47,40-49,Male,Berlin,1,Married,Protestant,19,Senior civil servant,"5,000 or more <80>",3,7,Less than 3 kilometer,250 <96> 499,5,0,0.375,0.3333333333333333,0,NA,NA,NA,3,2,3,2,2,4,3,3,3,3,3,3,3,3,3,2
4,3,2,2,2,2,2,4,5,1.021067190276902,58,50-59,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",15,Self-employed / freelancer,"1,000 to below 1,500 <80>",1,2,Less than 3 kilometer,1000 and more,5,10,0.875,0.3333333333333333,0.3333333333333333,NA,NA,NA,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4
4,1,1,1,2,1,1,2,7,1.021067190276902,26,18-29,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",12,Employee in low / medium position,"1,500 to below 2,000 <80>",1,5,Less than 3 kilometer,1000 and more,6,2,0.375,0,0.3333333333333333,NA,NA,NA,2,2,3,2,2,1,3,2,3,1,3,2,3,3,3,3
4,2,2,2,1,4,2,2,2,1.021067190276902,66,60 and older,Female,Berlin,1,Widowed,"No, I don't feel close to any religion",6,Retired,"1,500 to below 2,000 <80>",2,5,3-5 kilometers,1000 and more,5,69,0.625,1,0.3333333333333333,NA,NA,NA,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4
4,1,1,1,1,1,1,1,7,1.021067190276902,29,18-29,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",14,Employee in low / medium position,"2,500 to below 3,000 <80>",1,5,3-5 kilometers,1000 and more,2,0,0.5,0,0.6666666666666666,NA,NA,NA,3,2,2,1,3,2,3,1,4,3,3,3,4,4,4,2
4,2,2,2,2,2,2,4,5,1.021067190276902,56,50-59,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",15,Retired,No answer,1,4,Don't know,1000 and more,8,100,0.5,1,0,NA,NA,NA,3,4,4,4,2,3,4,3,4,3,4,3,3,3,4,3
4,1,1,1,1,1,1,1,5,1.021067190276902,60,50-59,Female,Berlin,1,"With partner, living together","No, I don't feel close to any religion",19,Employee in low / medium position,"2,000 to below 2,500 <80>",2,5,6-10 kilometers,250 <96> 499,1,0,0.375,0,0.6666666666666666,NA,NA,NA,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2
4,1,1,1,1,1,2,2,6,1.021067190276902,67,60 and older,Male,Berlin,1,Widowed,"No, I don't feel close to any religion",14,Retired,"500 to below 1,000 <80>",1,5,Less than 3 kilometer,1000 and more,0,2,0,0.3333333333333333,0.5,NA,NA,NA,1,1,1,2,2,1,2,1,2,3,1,1,2,3,2,3
4,1,1,1,2,1,1,2,5,1.021067190276902,28,18-29,Male,Berlin,1,"With partner, not living together",Protestant,12,Employee in low / medium position,"3,000 to below 3,500 <80>",2,4,6-10 kilometers,1000 and more,4,20,0.375,0.3333333333333333,1,NA,NA,NA,2,1,3,2,3,2,2,3,4,2,3,1,3,4,3,3
4,1,1,1,1,1,1,1,7,1.021067190276902,55,50-59,Male,Berlin,1,"With partner, not living together","No, I don't feel close to any religion",16,Self-employed / freelancer,"1,000 to below 1,500 <80>",1,7,Less than 3 kilometer,250 <96> 499,2,0,0.25,0,0,NA,NA,NA,2,2,3,1,2,2,1,4,3,2,2,2,2,3,3,3
2,2,1,1,2,1,NA,NA,NA,1.021067190276902,50,40-49,Male,Berlin,1,Married,"Christian, but not close to a particular religious community",13,Unskilled worker,"2,500 to below 3,000 <80>",2,5,Less than 3 kilometer,1000 and more,5,26,0.375,1,0.5,2,NA,NA,2,2,3,3,3,2,3,4,3,2,3,2,3,4,3,3
4,3,3,2,2,3,3,4,6,1.021067190276902,62,60 and older,Male,Berlin,1,Married,"No, I don't feel close to any religion",13,Skilled worker,"2,000 to below 2,500 <80>",3,4,Less than 3 kilometer,500 <96> 999,8,70,1,1,0.5,NA,NA,NA,4,4,4,4,1,4,4,4,4,4,3,4,4,3,4,1
2,1,1,2,2,2,NA,NA,NA,1.021067190276902,65,60 and older,Male,Berlin,1,Divorced / separated,"No, I don't feel close to any religion",24,Employee in high position,"2,000 to below 2,500 <80>",1,6,Don't know,1000 and more,3,2,0.375,0,0.3333333333333333,2,NA,NA,3,3,2,2,2,3,2,3,3,3,2,3,2,3,3,3
4,1,1,1,1,1,2,2,1,1.021067190276902,47,40-49,Female,Berlin,1,"With partner, not living together","No, I don't feel close to any religion",17,Self-employed / freelancer,"2,500 to below 3,000 <80>",4,6,3-5 kilometers,1000 and more,1,1,0.125,0.3333333333333333,0.8333333333333334,NA,NA,NA,3,2,2,2,2,2,3,2,3,2,3,2,3,3,2,3
2,NA,1,1,1,1,NA,NA,NA,1.021067190276902,53,50-59,Male,Berlin,1,Registered partnership,"No, I don't feel close to any religion",11,Self-employed / freelancer,"4,000 to below 4,500 <80>",1,8,Less than 3 kilometer,1000 and more,1,0,0.375,0,0,1,Scenario 2,2,3,1,2,1,1,3,1,1,3,4,2,3,2,3,2,3
4,3,2,2,3,3,3,4,2,1.021067190276902,78,60 and older,Male,Berlin,1,Married,Protestant,10,Retired,"1,500 to below 2,000 <80>",2,3,Less than 3 kilometer,1000 and more,5,62,1,1,0.5,NA,NA,NA,4,4,4,4,2,4,4,4,4,4,4,4,1,3,3,3
4,1,1,2,2,2,1,2,8,1.021067190276902,48,40-49,Male,Berlin,1,Married,Roman Catholic,20,Employee in high position,"5,000 or more <80>",4,7,3-5 kilometers,1000 and more,4,0,0.75,0.3333333333333333,0.3333333333333333,NA,NA,NA,4,2,3,2,3,3,3,3,3,3,3,2,3,3,3,4
4,1,1,1,1,1,2,3,5,1.021067190276902,60,50-59,Male,Berlin,1,Divorced / separated,Protestant Free Church,11,Retired,"500 to below 1,000 <80>",3,4,3-5 kilometers,1000 and more,2,0,0.25,0.3333333333333333,0.6666666666666666,NA,NA,NA,3,3,3,2,3,2,2,3,4,2,2,2,2,4,4,3
4,2,1,1,2,1,3,4,5,1.021067190276902,57,50-59,Male,Berlin,1,Married,"No, I don't feel close to any religion",13,Skilled worker,"2,000 to below 2,500 <80>",3,5,Don't know,There are no refugees in my town,5,0,1,1,0.5,NA,NA,NA,4,3,3,4,3,3,3,3,4,3,3,3,3,4,4,3
4,1,1,1,2,1,3,1,4,1.021067190276902,54,50-59,Male,Berlin,1,"Single, without partner",Roman Catholic,18,Self-employed / freelancer,"3,000 to below 3,500 <80>",1,6,Less than 3 kilometer,1000 and more,6,1,0.25,0,0.3333333333333333,NA,NA,NA,3,2,3,2,2,2,2,3,3,2,3,3,3,4,3,2
2,NA,3,2,3,2,NA,NA,NA,1.021067190276902,37,30-39,Female,Berlin,1,"With partner, living together","No, I don't feel close to any religion",16,Employee in low / medium position,"3,000 to below 3,500 <80>",2,4,Less than 3 kilometer,250 <96> 499,8,60,0.875,1,0.16666666666666666,1,Scenario 2,2,3,3,4,3,3,3,4,4,4,3,4,3,4,4,3,4
4,2,1,1,1,1,1,1,2,1.021067190276902,54,50-59,Female,Berlin,1,Divorced / separated,"No, I don't feel close to any religion",12,Unemployed / seeking work,"500 to below 1,000 <80>",1,3,Don't know,1000 and more,3,0,0.25,0,0.3333333333333333,NA,NA,NA,2,1,2,2,2,2,3,2,2,2,3,2,2,3,4,3
4,2,1,1,1,2,2,2,5,1.021067190276902,23,18-29,Female,Berlin,1,"With partner, not living together","No, I don't feel close to any religion",14,"In schooling / vocational training, student","1,000 to below 1,500 <80>",1,3,6-10 kilometers,500 <96> 999,5,0,0.625,0,0,NA,NA,NA,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,1,1,1,1,1,NA,NA,NA,1.021067190276902,54,50-59,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",13,Retired,"500 to below 1,000 <80>",1,2,21-50 kilometers,1000 and more,5,0,0.875,0,0.3333333333333333,2,NA,NA,3,2,4,4,4,3,4,4,4,3,3,2,3,3,4,2
4,3,4,3,2,3,4,3,7,1.021067190276902,27,18-29,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",14,Employee in low / medium position,"2,000 to below 2,500 <80>",1,8,11-20 kilometers,250 <96> 499,5,76,0.375,1,0.3333333333333333,NA,NA,NA,2,3,3,3,2,2,2,3,2,1,3,3,3,2,4,3
4,4,3,3,3,3,3,3,3,1.021067190276902,53,50-59,Male,Berlin,1,"With partner, not living together",Protestant,13,Skilled worker,No answer,2,3,Less than 3 kilometer,250 <96> 499,9,71,1,1,0.5,NA,NA,NA,4,1,4,3,3,3,3,4,4,4,4,4,4,4,4,3
4,1,1,1,1,1,1,1,8,1.021067190276902,29,18-29,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",16,Employee in low / medium position,"1,000 to below 1,500 <80>",1,6,Less than 3 kilometer,250 <96> 499,3,5,0.375,0.3333333333333333,0.6666666666666666,NA,NA,NA,3,2,2,2,2,3,3,3,3,3,2,1,3,4,4,3
4,1,1,1,1,1,1,1,6,1.021067190276902,23,18-29,Male,Berlin,1,"With partner, not living together","No, I don't feel close to any religion",16,"In schooling / vocational training, student",below 500 <80>,1,7,Less than 3 kilometer,1000 and more,3,0,0.125,0,0.16666666666666666,NA,NA,NA,2,2,1,2,2,2,2,2,1,2,1,2,2,3,3,2
2,2,1,1,1,1,NA,NA,NA,1.021067190276902,40,30-39,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",14,Unemployed / seeking work,below 500 <80>,1,2,Less than 3 kilometer,1000 and more,5,0,0.125,0,0,2,NA,NA,3,2,2,2,3,3,3,2,3,3,3,2,2,3,3,2
4,1,1,1,1,1,2,2,6,1.021067190276902,68,60 and older,Male,Berlin,1,Married,"No, I don't feel close to any religion",24,Retired,No answer,3,6,Less than 3 kilometer,1000 and more,3,2,0,0,0.6666666666666666,NA,NA,NA,2,1,2,1,2,2,1,1,3,2,1,2,3,3,2,3
4,3,3,3,3,3,2,3,5,1.021067190276902,48,40-49,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",13,Unskilled worker,"2,000 to below 2,500 <80>",1,4,Less than 3 kilometer,1000 and more,6,81,1,1,0.3333333333333333,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,3,4,3,3,3,3,3,2,1.021067190276902,46,40-49,Female,Berlin,1,"With partner, living together",Protestant Free Church,15,Employee in low / medium position,"4,000 to below 4,500 <80>",3,6,3-5 kilometers,50 <96> 249,7,61,1,1,0.5,NA,NA,NA,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4
4,2,1,1,1,1,2,2,9,1.021067190276902,68,60 and older,Female,Berlin,1,Married,"No, I don't feel close to any religion",12,Retired,"3,000 to below 3,500 <80>",2,5,Less than 3 kilometer,1000 and more,5,2,1,0.3333333333333333,0.16666666666666666,NA,NA,NA,4,1,3,4,3,3,4,3,3,3,3,2,2,4,3,3
4,3,2,2,2,2,2,3,5,1.021067190276902,59,50-59,Male,Berlin,1,Married,"No, I don't feel close to any religion",12,Retired,"3,000 to below 3,500 <80>",2,4,Less than 3 kilometer,1000 and more,5,3,1,0.3333333333333333,0.5,NA,NA,NA,3,3,3,4,3,3,4,3,3,3,3,3,3,2,3,2
2,2,2,2,1,2,NA,NA,NA,1.021067190276902,59,50-59,Male,Berlin,1,Married,"No, I don't feel close to any religion",12,Retired,"3,500 to below 4,000 <80>",2,4,Less than 3 kilometer,1000 and more,5,0,1,0.3333333333333333,0.5,2,NA,NA,3,3,4,3,3,3,4,3,3,3,3,4,3,2,3,2
4,1,1,1,1,1,1,2,7,1.021067190276902,54,50-59,Male,Berlin,1,Married,"Christian, but not close to a particular religious community",13,Employee in low / medium position,"3,500 to below 4,000 <80>",3,5,Less than 3 kilometer,1000 and more,3,0,0,0.6666666666666666,0.5,NA,NA,NA,3,1,2,1,2,3,3,2,2,3,2,2,1,3,3,3
4,4,4,3,2,4,3,4,0,1.021067190276902,34,30-39,Male,Berlin,1,"Single, without partner",Protestant,13,Employee in low / medium position,"1,500 to below 2,000 <80>",1,5,6-10 kilometers,1000 and more,5,8,1,0.6666666666666666,0.5,NA,NA,NA,2,2,4,3,3,1,4,3,4,1,3,1,3,3,4,4
4,1,1,1,1,1,1,1,7,1.021067190276902,32,30-39,Female,Berlin,1,"Single, without partner","No, I don't feel close to any religion",21,Employee in low / medium position,"2,500 to below 3,000 <80>",1,5,3-5 kilometers,1000 and more,3,0,0,0,0,NA,NA,NA,2,1,1,1,1,2,1,1,1,3,1,1,1,3,3,3
2,2,2,1,2,1,NA,NA,NA,1.021067190276902,40,30-39,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",12,Employee in low / medium position,"1,000 to below 1,500 <80>",1,4,3-5 kilometers,500 <96> 999,4,0,0.375,0.3333333333333333,0,1,Scenario 1,2,4,2,3,2,2,2,3,4,4,2,3,2,3,4,3,1
4,1,1,1,1,1,2,2,6,1.021067190276902,40,30-39,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",16,Senior civil servant <96> highest level,"2,500 to below 3,000 <80>",2,6,Less than 3 kilometer,1000 and more,3,0,0.375,0,0.5,NA,NA,NA,2,1,3,2,3,2,3,2,4,3,3,2,3,4,3,3
4,1,1,1,1,1,1,1,9,1.021067190276902,47,40-49,Male,Berlin,1,Registered partnership,Protestant,17,Employee in low / medium position,"5,000 or more <80>",2,7,3-5 kilometers,1000 and more,4,0,0,0,0.16666666666666666,NA,NA,NA,2,1,1,1,1,2,1,2,1,2,1,2,2,1,4,2
4,1,1,1,1,1,1,1,9,1.021067190276902,45,40-49,Female,Berlin,1,"Single, without partner",Other Protestant,23,Self-employed / freelancer,"1,000 to below 1,500 <80>",1,6,3-5 kilometers,500 <96> 999,1,0,0.125,0,0,NA,NA,NA,2,1,2,2,2,2,1,1,3,2,1,1,1,4,4,2
4,1,1,1,1,1,1,1,8,1.021067190276902,59,50-59,Male,Berlin,1,"Single, without partner",Protestant,16,Skilled worker,"1,500 to below 2,000 <80>",1,5,6-10 kilometers,500 <96> 999,4,0,0,0,0,NA,NA,NA,2,1,1,1,3,2,1,1,1,2,1,1,2,4,1,3
4,1,1,1,1,1,1,1,8,1.021067190276902,65,60 and older,Female,Berlin,1,Widowed,"No, I don't feel close to any religion",15,Retired,"1,000 to below 1,500 <80>",1,4,Less than 3 kilometer,250 <96> 499,4,0,0.625,0,0.5,NA,NA,NA,2,1,2,1,3,2,3,3,3,2,4,2,3,4,3,4
4,1,1,1,1,1,1,1,6,1.021067190276902,44,40-49,Female,Berlin,1,Married,Protestant,12,Unskilled worker,"1,500 to below 2,000 <80>",2,5,21-50 kilometers,250 <96> 499,8,2,0.5,0.3333333333333333,0.3333333333333333,NA,NA,NA,2,1,4,3,3,3,4,3,4,2,4,2,4,4,4,3
4,1,1,1,1,1,1,2,5,1.021067190276902,34,30-39,Female,Berlin,1,"Single, without partner","No, I don't feel close to any religion",16,Unskilled worker,"1,000 to below 1,500 <80>",1,4,6-10 kilometers,250 <96> 499,3,0,0.625,0,0.8333333333333334,NA,NA,NA,3,3,2,3,2,2,4,1,4,2,3,2,4,4,3,3
4,1,1,1,1,1,2,2,9,1.021067190276902,74,60 and older,Female,Berlin,1,Divorced / separated,"No, I don't feel close to any religion",14,Retired,"1,500 to below 2,000 <80>",1,8,Less than 3 kilometer,500 <96> 999,9,0,1,0.6666666666666666,0.3333333333333333,NA,NA,NA,4,2,4,3,4,3,3,4,4,3,3,4,3,4,3,3
4,2,2,2,3,2,2,2,2,1.021067190276902,40,30-39,Male,Berlin,1,"With partner, living together","No, I don't feel close to any religion",10,Unskilled worker,"2,500 to below 3,000 <80>",3,5,Less than 3 kilometer,1000 and more,5,0,0.75,0,0.8333333333333334,NA,NA,NA,3,3,2,2,2,3,2,2,2,3,2,3,2,2,2,2
4,2,2,2,3,2,2,3,7,1.021067190276902,41,40-49,Female,Berlin,1,"With partner, living together","No, I don't feel close to any religion",14,Employee in low / medium position,"1,500 to below 2,000 <80>",3,6,6-10 kilometers,1000 and more,5,0,1,1,0.5,NA,NA,NA,4,4,3,3,4,3,4,3,3,2,3,2,2,4,3,3
2,2,2,1,2,1,NA,NA,NA,1.021067190276902,51,50-59,Male,Berlin,1,"With partner, living together",Protestant,14,Retired,"1,500 to below 2,000 <80>",2,4,Less than 3 kilometer,1000 and more,5,0,0.5,0.3333333333333333,0.5,2,NA,NA,4,2,3,2,3,4,3,3,3,4,3,3,4,3,4,3
4,1,1,1,1,1,1,1,7,1.021067190276902,53,50-59,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",19,Unskilled worker,"1,500 to below 2,000 <80>",1,6,Don't know,1000 and more,2,0,0.375,0,0,NA,NA,NA,3,2,2,1,2,2,1,1,3,2,1,2,2,3,3,3
2,3,3,3,2,3,NA,NA,NA,1.021067190276902,46,40-49,Female,Berlin,1,"With partner, living together",Protestant Free Church,14,Employee in high position,"4,000 to below 4,500 <80>",3,7,6-10 kilometers,1000 and more,7,80,1,1,0.6666666666666666,1,Scenario 1,1,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4
4,1,1,1,1,1,1,1,8,1.021067190276902,47,40-49,Male,Berlin,1,Married,"No, I don't feel close to any religion",17,Self-employed / freelancer,"5,000 or more <80>",2,6,Less than 3 kilometer,1 <96> 49,3,0,0.25,0,0,NA,NA,NA,2,2,1,1,2,2,1,2,2,2,2,2,1,3,1,1
4,4,3,4,4,4,3,2,0,1.021067190276902,66,60 and older,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",12,Retired,below 500 <80>,1,1,3-5 kilometers,1000 and more,5,40,1,1,0.8333333333333334,NA,NA,NA,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1
4,2,2,1,1,2,2,2,2,1.021067190276902,52,50-59,Male,Berlin,1,Married,Protestant,13,Employee in low / medium position,No answer,3,6,Less than 3 kilometer,1000 and more,7,3,0.75,0.3333333333333333,0,NA,NA,NA,3,2,3,4,3,2,3,4,4,2,3,2,3,4,4,3
2,1,1,1,3,1,NA,NA,NA,1.021067190276902,53,50-59,Male,Berlin,1,"With partner, living together",Protestant,18,Senior civil servant <96> highest level,"4,500 to below 5,000 <80>",3,6,Less than 3 kilometer,1000 and more,7,51,0.125,1,0.6666666666666666,1,Scenario 1,2,3,4,4,3,3,3,4,4,4,4,3,3,3,4,4,3
4,1,1,1,2,1,1,4,7,1.021067190276902,19,18-29,Female,Berlin,1,"Single, without partner","No, I don't feel close to any religion",13,"In schooling / vocational training, student","1,000 to below 1,500 <80>",5,7,3-5 kilometers,There are no refugees in my town,5,0,0.25,1,0.8333333333333334,NA,NA,NA,4,4,4,4,4,3,4,4,3,4,3,4,3,3,3,3
4,4,2,2,2,1,4,4,5,1.021067190276902,44,40-49,Male,Berlin,1,"With partner, living together",Roman Catholic,17,Self-employed / freelancer,"500 to below 1,000 <80>",3,0 ( BOTTOM ),Less than 3 kilometer,1000 and more,5,1,1,1,0.3333333333333333,NA,NA,NA,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,1,3,3,3,9,1.021067190276902,34,30-39,Female,Berlin,1,Married,Roman Catholic,15,Employee in high position,"4,500 to below 5,000 <80>",6,8,21-50 kilometers,50 <96> 249,5,73,0.75,1,1,NA,NA,NA,1,1,4,3,4,1,4,4,3,1,4,2,4,4,3,4
4,4,4,4,1,4,4,4,1,1.021067190276902,57,50-59,Male,Berlin,1,Divorced / separated,No answer,11,Other,below 500 <80>,1,0 ( BOTTOM ),3-5 kilometers,500 <96> 999,6,69,0.625,1,0.5,NA,NA,NA,4,4,4,4,1,4,4,4,2,3,2,3,2,2,2,2
4,1,1,1,2,1,1,2,7,1.021067190276902,20,18-29,Female,Berlin,1,"Single, without partner","No, I don't feel close to any religion",13,"In schooling / vocational training, student","1,000 to below 1,500 <80>",1,5,6-10 kilometers,250 <96> 499,4,0,0.25,0,0.5,NA,NA,NA,3,2,3,3,2,3,3,2,1,4,3,3,3,2,2,2
2,NA,1,1,2,1,NA,NA,NA,1.021067190276902,60,50-59,Male,Berlin,1,Divorced / separated,Protestant Free Church,13,Retired,"1,000 to below 1,500 <80>",2,2,6-10 kilometers,1000 and more,1,0,0.25,0,0.3333333333333333,1,Scenario 2,2,3,3,3,1,3,2,2,1,3,2,1,1,1,4,4,3
2,1,1,1,1,1,NA,NA,NA,1.021067190276902,60,50-59,Female,Berlin,1,"With partner, living together",Protestant,20,Employee in low / medium position,"1,500 to below 2,000 <80>",2,5,3-5 kilometers,1000 and more,1,0,0.25,0,0.3333333333333333,2,NA,NA,2,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2
2,NA,1,1,1,2,NA,NA,NA,1.021067190276902,52,50-59,Male,Berlin,1,Married,Protestant,12,Retired,No answer,3,6,Less than 3 kilometer,50 <96> 249,6,10,0.75,0.3333333333333333,0,1,Scenario 2,2,3,3,4,3,3,3,3,4,3,3,3,2,3,3,4,4
2,NA,2,2,3,3,NA,NA,NA,1.021067190276902,47,40-49,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",13,Employee in low / medium position,"1,500 to below 2,000 <80>",2,6,Less than 3 kilometer,1000 and more,8,80,1,1,0.5,1,Scenario 2,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4
2,NA,1,1,1,1,NA,NA,NA,1.021067190276902,48,40-49,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",12,Employee in low / medium position,"1,500 to below 2,000 <80>",1,6,3-5 kilometers,1000 and more,0,2,0,0,0.3333333333333333,1,Scenario 2,1,1,1,2,1,2,1,1,2,1,1,1,1,2,3,2,3
4,4,4,4,4,4,1,1,4,1.021067190276902,49,40-49,Male,Berlin,1,"Single, without partner",Roman Catholic,13,Unskilled worker,"1,500 to below 2,000 <80>",1,5,Less than 3 kilometer,1000 and more,10,10,1,1,0.3333333333333333,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,1
2,3,3,2,2,2,NA,NA,NA,1.021067190276902,66,60 and older,Female,Berlin,1,"With partner, not living together",Protestant,9,Retired,"1,500 to below 2,000 <80>",1,5,Don't know,50 <96> 249,5,31,0.75,1,0.3333333333333333,2,NA,NA,2,2,3,2,3,3,3,2,3,3,3,2,3,3,3,3
4,1,1,1,1,1,3,3,8,1.021067190276902,37,30-39,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",15,Employee in low / medium position,"2,000 to below 2,500 <80>",1,8,6-10 kilometers,1000 and more,0,0,0.5,0,0.5,NA,NA,NA,2,2,4,2,2,3,3,3,3,3,3,2,3,3,4,3
2,3,3,2,1,4,NA,NA,NA,1.021067190276902,49,40-49,Female,Berlin,1,"With partner, living together","No, I don't feel close to any religion",11,Employee in low / medium position,"2,000 to below 2,500 <80>",3,5,Don't know,500 <96> 999,5,0,1,1,0.5,1,Scenario 1,1,4,4,4,4,4,4,4,4,4,4,3,4,1,1,4,1
2,1,1,1,1,1,NA,NA,NA,1.021067190276902,31,30-39,Male,Berlin,1,"With partner, not living together","No, I don't feel close to any religion",22,"In schooling / vocational training, student",No answer,3,7,Less than 3 kilometer,1000 and more,1,0,0,0,0,1,Scenario 1,3,3,1,1,1,3,1,1,1,3,2,1,2,2,3,3,2
2,NA,1,1,1,1,NA,NA,NA,1.021067190276902,38,30-39,Male,Berlin,1,Married,"No, I don't feel close to any religion",16,Employee in low / medium position,"2,500 to below 3,000 <80>",5,5,Less than 3 kilometer,1000 and more,2,1,0.125,0,0.16666666666666666,1,Scenario 2,1,3,2,1,2,2,2,2,2,3,2,1,1,2,3,3,2
2,2,2,2,2,2,NA,NA,NA,1.021067190276902,48,40-49,Male,Berlin,1,"With partner, living together","No, I don't feel close to any religion",13,Employee in low / medium position,"3,500 to below 4,000 <80>",3,7,6-10 kilometers,50 <96> 249,6,0,0.875,0.6666666666666666,0,2,NA,NA,3,3,4,3,3,3,3,3,3,3,3,3,2,4,3,2
4,2,1,1,1,1,1,3,6,1.021067190276902,55,50-59,Male,Berlin,1,Married,"No, I don't feel close to any religion",17,Self-employed / freelancer,"2,500 to below 3,000 <80>",2,5,Less than 3 kilometer,1000 and more,0,10,1,1,0.3333333333333333,NA,NA,NA,3,3,4,3,2,3,4,4,4,3,4,3,4,4,4,4
4,3,1,1,2,2,2,3,7,1.021067190276902,40,30-39,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",13,Employee in low / medium position,"1,000 to below 1,500 <80>",1,4,Don't know,50 <96> 249,4,0,0.5,0.6666666666666666,0,NA,NA,NA,3,1,3,2,3,2,3,3,3,2,3,2,2,3,4,2
4,2,2,2,2,2,2,2,6,1.021067190276902,60,50-59,Female,Berlin,1,Married,"Christian, but not close to a particular religious community",12,Employee in low / medium position,"2,000 to below 2,500 <80>",2,5,Less than 3 kilometer,1000 and more,3,3,0.75,0,0.3333333333333333,NA,NA,NA,3,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3
4,1,1,1,1,1,2,2,10,1.021067190276902,26,18-29,Male,Berlin,1,Married,Roman Catholic,13,Employee in high position,"4,000 to below 4,500 <80>",2,6,Don't know,250 <96> 499,5,0,0.75,0,0,NA,NA,NA,2,2,4,3,3,2,3,3,4,1,3,2,2,3,4,3
2,1,2,1,1,1,NA,NA,NA,1.021067190276902,54,50-59,Male,Berlin,1,"Single, without partner","No, I don't feel close to any religion",12,Retired,"1,000 to below 1,500 <80>",1,0 ( BOTTOM ),3-5 kilometers,1000 and more,2,0,0.625,0.3333333333333333,0,2,NA,NA,2,1,3,3,3,2,2,3,4,3,2,2,3,4,4,3
