wave,hate_violence_means,hate_pol_message,hate_prevent_settlement,hate_polcondemn,hate_justified,MateComp.cont,JobComp.cont,LifeSatis.cont,pop_15_44_muni_gendergap_2015,age,age_group,gender,state,citizenship,marital,religion,eduyrs,occupation,income,household_size,self_econ,distance_ref,settle_ref,lrscale,afd,muslim_ind,afd_ind,contact_ind,list,treatment_list,outcome_list,ref_integrating,ref_citizenship,ref_reduce,ref_moredone,ref_cultgiveup,ref_economy,ref_crime,ref_terror,ref_loc_services,ref_loc_economy,ref_loc_crime,ref_loc_culture,ref_loc_islam,ref_loc_schools,ref_loc_housing,ref_loc_wayoflife,women_role
4,3,2,2,3,2,2,3,5,1.0451407328730749,66,60 and older,Female,Brandenburg,1,Married,Protestant Free Church,13,Retired,"1,500 to below 2,000 <80>",2,4,Less than 3 kilometer,1 <96> 49,5,1,0.875,0,0.3333333333333333,NA,NA,NA,3,2,3,4,3,3,4,3,3,2,3,3,3,3,2,3,3
4,1,1,1,2,1,1,2,8,1.1183286516853932,42,40-49,Male,Brandenburg,1,"With partner, living together","No, I don't feel close to any religion",13,Skilled worker,"2,000 to below 2,500 <80>",3,4,Less than 3 kilometer,500 <96> 999,5,0,0.5,0.3333333333333333,0.3333333333333333,NA,NA,NA,4,2,4,4,3,3,4,4,2,4,4,4,3,4,2,3,2
4,3,1,2,2,4,1,3,6,1.0620134924753504,20,18-29,Female,Brandenburg,1,"Single, without partner","No, I don't feel close to any religion",15,"In schooling / vocational training, student","500 to below 1,000 <80>",1,4,11-20 kilometers,500 <96> 999,5,0,0.375,0.3333333333333333,0.3333333333333333,NA,NA,NA,3,2,3,3,3,1,4,3,3,1,4,3,3,3,3,3,2
4,1,1,2,2,2,4,3,2,1.154527559055118,33,30-39,Male,Brandenburg,1,"With partner, living together","No, I don't feel close to any religion",13,Skilled worker,"2,500 to below 3,000 <80>",4,7,6-10 kilometers,50 <96> 249,1,2,0.75,0,0.3333333333333333,NA,NA,NA,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3
4,2,1,1,2,3,3,3,3,1.154527559055118,28,18-29,Male,Brandenburg,1,"Single, without partner","No, I don't feel close to any religion",5,Unemployed / seeking work,below 500 <80>,2,2,Less than 3 kilometer,250 <96> 499,2,0,0.375,0.6666666666666666,0,NA,NA,NA,3,2,3,3,3,3,3,3,4,3,3,2,2,4,4,3,2
4,1,1,1,1,1,1,1,7,1.1240649711476811,34,30-39,Male,Mecklenburg-Vorpommern,1,Married,"No, I don't feel close to any religion",20,Employee in low / medium position,No answer,4,7,3-5 kilometers,250 <96> 499,3,0,0.375,0,0,NA,NA,NA,3,2,3,2,3,2,2,2,4,2,2,2,3,4,4,3,2
4,2,1,1,2,1,2,2,6,1.1240649711476811,27,18-29,Female,Mecklenburg-Vorpommern,1,"With partner, not living together","No, I don't feel close to any religion",17,Employee in low / medium position,"1,500 to below 2,000 <80>",1,7,3-5 kilometers,250 <96> 499,4,0,0.25,0,0.5,NA,NA,NA,2,1,2,2,3,2,3,2,2,2,3,1,3,3,3,3,2
4,1,1,1,1,1,2,2,7,1.1240649711476811,40,30-39,Male,Mecklenburg-Vorpommern,1,"Single, without partner","No, I don't feel close to any religion",17,Employee in low / medium position,"1,000 to below 1,500 <80>",2,7,Don't know,250 <96> 499,3,0,0.25,0,0,NA,NA,NA,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,3,3
4,2,2,1,3,2,1,2,2,1.1240649711476811,63,60 and older,Female,Mecklenburg-Vorpommern,1,Divorced / separated,"No, I don't feel close to any religion",16,Employee in high position,"1,000 to below 1,500 <80>",1,6,3-5 kilometers,250 <96> 499,4,2,0.375,0.6666666666666666,0,NA,NA,NA,4,2,4,4,2,4,4,4,4,4,4,3,4,4,2,4,2
4,2,2,2,3,2,2,3,5,1.1240649711476811,26,18-29,Male,Mecklenburg-Vorpommern,1,"Single, without partner","No, I don't feel close to any religion",14,Unskilled worker,"500 to below 1,000 <80>",1,3,Less than 3 kilometer,250 <96> 499,5,10,0.75,0.6666666666666666,0.5,NA,NA,NA,3,2,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3
4,4,3,3,3,3,3,3,4,1.1240649711476811,43,40-49,Male,Mecklenburg-Vorpommern,1,"Single, without partner","No, I don't feel close to any religion",13,Unemployed / seeking work,"500 to below 1,000 <80>",1,5,Less than 3 kilometer,1000 and more,8,70,1,1,0.8333333333333334,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
4,4,3,3,1,3,2,3,9,1.1240649711476811,41,40-49,Female,Mecklenburg-Vorpommern,1,Widowed,No answer,9,Unskilled worker,"1,000 to below 1,500 <80>",3,4,3-5 kilometers,1 <96> 49,6,0,0.375,1,0.16666666666666666,NA,NA,NA,2,1,2,2,3,2,2,2,3,3,3,3,2,3,2,3,3
4,1,1,1,1,1,4,4,10,1.1240649711476811,49,40-49,Male,Mecklenburg-Vorpommern,1,"With partner, living together","No, I don't feel close to any religion",15,Unskilled worker,"1,000 to below 1,500 <80>",1,10 ( TOP ),6-10 kilometers,1 <96> 49,10,100,0.625,1,0.5,NA,NA,NA,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4
4,1,1,1,1,1,1,2,8,1.1240649711476811,29,18-29,Male,Mecklenburg-Vorpommern,1,"Single, without partner","No, I don't feel close to any religion",22,"In schooling / vocational training, student",below 500 <80>,3,3,6-10 kilometers,1000 and more,3,5,0.25,0,0.3333333333333333,NA,NA,NA,3,2,3,2,3,2,2,3,2,2,1,3,1,2,2,1,2
4,3,3,2,3,3,3,2,8,1.1240649711476811,44,40-49,Male,Mecklenburg-Vorpommern,1,Married,"No, I don't feel close to any religion",16,Employee in high position,"5,000 or more <80>",5,5,6-10 kilometers,250 <96> 499,5,0,0.625,0.6666666666666666,0.5,NA,NA,NA,2,2,2,2,3,3,2,3,2,3,3,2,3,3,3,2,3
4,3,3,3,1,3,1,3,8,1.1240649711476811,63,60 and older,Male,Mecklenburg-Vorpommern,1,Married,"No, I don't feel close to any religion",15,Self-employed / freelancer,"2,000 to below 2,500 <80>",2,8,More than 50 kilometer,250 <96> 499,10,100,0.875,1,0.3333333333333333,NA,NA,NA,4,4,4,3,4,3,4,2,4,4,4,4,4,4,3,2,3
4,1,1,1,1,1,1,1,6,1.1240649711476811,42,40-49,Female,Mecklenburg-Vorpommern,1,"With partner, living together","No, I don't feel close to any religion",18,Employee in low / medium position,"2,000 to below 2,500 <80>",2,6,6-10 kilometers,50 <96> 249,1,0,0.375,0,1,NA,NA,NA,3,2,1,2,2,2,2,1,3,2,2,1,1,3,1,2,1
4,3,4,2,1,2,4,4,5,1.1240649711476811,50,40-49,Male,Mecklenburg-Vorpommern,1,"Single, without partner","No, I don't feel close to any religion",8,Self-employed / freelancer,"500 to below 1,000 <80>",1,3,3-5 kilometers,1000 and more,5,0,1,0.3333333333333333,0.3333333333333333,NA,NA,NA,3,2,4,4,4,3,4,4,4,3,4,2,4,4,3,4,3
4,4,2,2,3,2,4,4,3,1.1316548145300789,56,50-59,Male,Mecklenburg-Vorpommern,1,"With partner, living together","No, I don't feel close to any religion",10,Retired,"2,000 to below 2,500 <80>",2,3,3-5 kilometers,1000 and more,5,90,1,1,0.3333333333333333,NA,NA,NA,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4
4,1,1,1,1,4,1,2,9,1.1316548145300789,49,40-49,Male,Mecklenburg-Vorpommern,1,Married,"No, I don't feel close to any religion",12,Civil servant,"2,500 to below 3,000 <80>",2,6,3-5 kilometers,250 <96> 499,5,0,0.5,0,0.5,NA,NA,NA,2,2,2,2,3,2,3,3,2,2,3,2,2,3,2,2,2
4,1,1,1,4,1,1,1,2,1.1316548145300789,61,60 and older,Female,Mecklenburg-Vorpommern,1,Married,"No, I don't feel close to any religion",12,Homemaker,"5,000 or more <80>",2,6,6-10 kilometers,250 <96> 499,5,1,0.125,0,0.16666666666666666,NA,NA,NA,2,2,2,2,2,2,3,2,4,2,2,1,2,4,2,3,3
4,1,1,1,2,1,1,2,7,1.1316548145300789,62,60 and older,Female,Mecklenburg-Vorpommern,1,Divorced / separated,Protestant Free Church,12,Retired,"1,000 to below 1,500 <80>",1,5,Less than 3 kilometer,500 <96> 999,0,0,0.75,0,0.5,NA,NA,NA,3,2,3,3,1,3,3,3,3,3,3,2,3,4,1,3,3
4,1,1,2,1,3,3,3,6,1.1316548145300789,67,60 and older,Male,Mecklenburg-Vorpommern,1,Divorced / separated,"No, I don't feel close to any religion",16,Retired,"500 to below 1,000 <80>",1,4,Don't know,250 <96> 499,3,11,0.875,1,0.3333333333333333,NA,NA,NA,2,1,4,3,3,3,4,4,4,3,3,2,4,3,3,4,3
4,2,1,1,1,1,2,4,4,1.1316548145300789,47,40-49,Male,Mecklenburg-Vorpommern,1,"Single, without partner","No, I don't feel close to any religion",11,Employee in low / medium position,"1,000 to below 1,500 <80>",1,3,6-10 kilometers,250 <96> 499,5,0,1,1,0.3333333333333333,NA,NA,NA,4,4,4,3,3,3,4,4,4,4,4,4,4,3,1,4,1
4,1,1,1,2,1,2,1,5,1.1316548145300789,29,18-29,Female,Mecklenburg-Vorpommern,1,"With partner, living together","No, I don't feel close to any religion",13,Homemaker,"2,000 to below 2,500 <80>",3,5,3-5 kilometers,500 <96> 999,3,1,0.5,0.3333333333333333,0.5,NA,NA,NA,3,4,4,4,2,4,3,2,2,4,3,2,2,4,4,2,3
4,2,2,2,2,2,2,3,5,1.13,54,50-59,Male,Mecklenburg-Vorpommern,1,Married,"No, I don't feel close to any religion",13,Skilled worker,"2,000 to below 2,500 <80>",2,4,6-10 kilometers,500 <96> 999,8,100,0.625,1,0.6666666666666666,NA,NA,NA,3,3,4,4,3,2,3,3,4,3,3,2,3,4,4,3,3
4,4,3,1,1,4,3,4,7,1.1330985915492957,61,60 and older,Female,Mecklenburg-Vorpommern,1,"With partner, living together","No, I don't feel close to any religion",12,Retired,"1,500 to below 2,000 <80>",2,3,3-5 kilometers,1000 and more,8,86,0.875,1,0.6666666666666666,NA,NA,NA,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
4,3,1,1,2,4,1,1,5,1.1330985915492957,63,60 and older,Male,Mecklenburg-Vorpommern,1,"With partner, living together","Christian, but not close to a particular religious community",17,Retired,"1,500 to below 2,000 <80>",2,2,Less than 3 kilometer,500 <96> 999,7,71,0.875,1,0.3333333333333333,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,2
4,1,1,1,2,1,2,2,7,1.0552763819095476,44,40-49,Male,Mecklenburg-Vorpommern,1,Married,"No, I don't feel close to any religion",17,Senior civil servant <96> highest level,"5,000 or more <80>",3,5,More than 50 kilometer,There are no refugees in my town,6,2,0.25,0,0.3333333333333333,NA,NA,NA,3,3,3,2,3,3,3,4,4,3,3,1,2,3,3,3,3
4,2,2,2,2,2,2,2,4,1.2622950819672132,59,50-59,Male,Mecklenburg-Vorpommern,1,"Single, without partner","No, I don't feel close to any religion",15,Unemployed / seeking work,"500 to below 1,000 <80>",1,3,Don't know,There are no refugees in my town,2,0,1,0.3333333333333333,0,NA,NA,NA,3,3,3,3,4,2,3,3,2,3,2,3,2,2,2,2,2
4,1,3,3,3,1,4,3,8,1.2027334851936218,37,30-39,Male,Mecklenburg-Vorpommern,1,Married,"No, I don't feel close to any religion",13,Skilled worker,"4,500 to below 5,000 <80>",5,5,Don't know,There are no refugees in my town,7,0,0.75,1,0,NA,NA,NA,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,2
4,1,1,1,3,1,1,3,5,1.119026058959654,48,40-49,Male,Mecklenburg-Vorpommern,1,"With partner, living together","Christian, but not close to a particular religious community",13,Unemployed / seeking work,below 500 <80>,2,3,Less than 3 kilometer,1000 and more,5,6,0.875,0.6666666666666666,0.3333333333333333,NA,NA,NA,3,4,4,4,4,2,4,4,4,2,4,2,3,4,4,3,1
4,2,2,3,1,4,3,3,8,1.119026058959654,58,50-59,Female,Mecklenburg-Vorpommern,1,Married,"No, I don't feel close to any religion",3,Skilled worker,"2,500 to below 3,000 <80>",4,7,3-5 kilometers,1000 and more,0,9,0.75,0,0.8333333333333334,NA,NA,NA,3,4,4,4,4,3,2,4,3,2,3,3,1,2,2,3,3
4,1,2,1,1,1,3,3,3,1.119026058959654,57,50-59,Male,Mecklenburg-Vorpommern,1,"With partner, living together","No, I don't feel close to any religion",17,Self-employed / freelancer,"1,500 to below 2,000 <80>",2,4,Less than 3 kilometer,1000 and more,4,2,0.5,0,0.3333333333333333,NA,NA,NA,4,2,3,3,3,2,2,3,3,3,3,3,3,4,3,3,2
4,2,2,2,2,2,1,2,7,1.0966315073154134,44,40-49,Female,Mecklenburg-Vorpommern,1,"With partner, living together","No, I don't feel close to any religion",17,Employee in high position,"3,000 to below 3,500 <80>",2,5,21-50 kilometers,50 <96> 249,6,60,0.875,0.6666666666666666,0.16666666666666666,NA,NA,NA,3,2,4,3,3,3,3,3,3,3,3,3,2,3,3,2,2
4,1,1,1,3,3,2,2,9,1.0966315073154134,20,18-29,Female,Mecklenburg-Vorpommern,1,"With partner, living together","No, I don't feel close to any religion",13,Employee in low / medium position,"3,500 to below 4,000 <80>",2,8,11-20 kilometers,50 <96> 249,5,0,0.75,0.3333333333333333,0.3333333333333333,NA,NA,NA,4,4,4,4,3,4,3,4,3,3,3,3,3,4,4,3,1
4,1,1,1,1,1,1,1,7,1.0370006548788475,58,50-59,Male,Mecklenburg-Vorpommern,1,Married,"Christian, but not close to a particular religious community",15,Employee in high position,"3,500 to below 4,000 <80>",2,7,21-50 kilometers,50 <96> 249,4,0,0.5,0.3333333333333333,0.8333333333333334,NA,NA,NA,2,2,3,2,3,2,1,2,3,2,1,1,2,4,3,3,2
4,3,1,1,1,2,1,1,8,1.1416666666666666,57,50-59,Male,Mecklenburg-Vorpommern,1,Married,"No, I don't feel close to any religion",18,Senior civil servant,"5,000 or more <80>",2,8,21-50 kilometers,1 <96> 49,7,15,0.625,0.3333333333333333,0.5,NA,NA,NA,2,2,3,3,3,2,4,3,1,3,4,3,1,3,2,1,2
4,1,1,1,1,1,1,2,10,1.1287417863227065,54,50-59,Male,Mecklenburg-Vorpommern,1,Married,No answer,13,Employee in low / medium position,"2,500 to below 3,000 <80>",2,5,Don't know,250 <96> 499,4,0,0.375,0,0,NA,NA,NA,2,4,2,2,2,2,2,3,3,2,2,2,2,3,3,3,1
4,2,1,1,1,2,1,2,8,1.1287417863227065,62,60 and older,Female,Mecklenburg-Vorpommern,1,Widowed,"No, I don't feel close to any religion",15,Employee in high position,"2,000 to below 2,500 <80>",1,7,Less than 3 kilometer,250 <96> 499,5,0,0.875,0.6666666666666666,0.5,NA,NA,NA,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,1
4,2,2,2,2,2,2,2,0,0.9893617021276596,53,50-59,Female,Mecklenburg-Vorpommern,1,Married,"No, I don't feel close to any religion",5,Skilled worker,"1,500 to below 2,000 <80>",2,4,6-10 kilometers,There are no refugees in my town,5,0,1,0,0.3333333333333333,NA,NA,NA,3,3,4,3,3,3,3,4,2,3,2,3,2,2,2,2,1
4,3,2,2,3,2,2,3,9,1.0481622306717364,23,18-29,Female,Mecklenburg-Vorpommern,1,"Single, without partner","No, I don't feel close to any religion",10,Unskilled worker,"3,000 to below 3,500 <80>",3,7,11-20 kilometers,1 <96> 49,5,20,0.625,0.6666666666666666,0,NA,NA,NA,2,3,3,2,3,3,2,2,2,3,3,2,2,2,3,2,3
4,1,1,1,1,1,1,1,8,1,25,18-29,Male,Mecklenburg-Vorpommern,1,"Single, without partner","No, I don't feel close to any religion",15,"In schooling / vocational training, student","500 to below 1,000 <80>",3,5,6-10 kilometers,There are no refugees in my town,5,0,0,0,0.3333333333333333,NA,NA,NA,3,2,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1
4,3,2,2,2,4,1,1,5,1.0148148148148148,45,40-49,Male,Mecklenburg-Vorpommern,1,"With partner, living together","No, I don't feel close to any religion",15,Civil servant,"3,500 to below 4,000 <80>",3,3,More than 50 kilometer,50 <96> 249,7,80,0.75,1,0.6666666666666666,NA,NA,NA,4,3,4,4,3,1,4,4,3,3,3,3,3,3,2,2,3
4,2,2,2,2,2,2,2,8,1.1241007194244603,64,60 and older,Female,Mecklenburg-Vorpommern,1,Widowed,"No, I don't feel close to any religion",15,Employee in low / medium position,"1,000 to below 1,500 <80>",1,7,More than 50 kilometer,1 <96> 49,8,2,0.625,0,0,NA,NA,NA,3,2,3,3,3,2,3,3,2,3,2,3,1,2,1,2,2
4,1,1,1,2,1,1,2,7,1.1025380710659898,39,30-39,Male,Mecklenburg-Vorpommern,1,"Single, without partner","No, I don't feel close to any religion",20,Civil servant,"3,000 to below 3,500 <80>",2,6,6-10 kilometers,50 <96> 249,3,0,0.125,0,0.6666666666666666,NA,NA,NA,3,2,3,2,2,2,2,2,3,2,2,2,2,4,3,3,2
4,1,3,2,3,2,3,4,8,1.1025380710659898,63,60 and older,Female,Mecklenburg-Vorpommern,1,Married,"No, I don't feel close to any religion",17,Retired,No answer,2,5,Less than 3 kilometer,250 <96> 499,4,10,1,1,0.16666666666666666,NA,NA,NA,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,1
4,1,2,2,2,2,2,3,3,1.1025380710659898,67,60 and older,Female,Mecklenburg-Vorpommern,1,Married,Protestant,15,Retired,"2,000 to below 2,500 <80>",2,3,21-50 kilometers,1 <96> 49,3,3,0.125,0.3333333333333333,0,NA,NA,NA,2,1,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2
4,1,1,1,1,1,1,1,3,1.155577623303542,24,18-29,Female,Mecklenburg-Vorpommern,1,"Single, without partner","No, I don't feel close to any religion",15,"In schooling / vocational training, student","1,000 to below 1,500 <80>",6,8,3-5 kilometers,50 <96> 249,5,20,0.375,0.3333333333333333,0.16666666666666666,NA,NA,NA,3,2,2,2,2,2,1,2,2,2,2,2,2,3,4,2,3
4,1,1,1,1,1,1,1,6,1.155577623303542,50,40-49,Female,Mecklenburg-Vorpommern,1,Married,Protestant,15,Retired,"1,000 to below 1,500 <80>",2,5,3-5 kilometers,1000 and more,2,0,0.125,0,0.3333333333333333,NA,NA,NA,1,2,1,1,1,1,1,1,2,1,1,1,1,3,2,3,1
4,3,3,3,4,3,3,3,7,1.155577623303542,31,30-39,Male,Mecklenburg-Vorpommern,1,"With partner, living together","Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",24,Employee in high position,"2,000 to below 2,500 <80>",2,7,3-5 kilometers,50 <96> 249,7,80,1,1,0.16666666666666666,NA,NA,NA,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2
4,2,2,3,2,2,3,3,7,1.155577623303542,43,40-49,Male,Mecklenburg-Vorpommern,1,Married,"No, I don't feel close to any religion",14,Skilled worker,"2,500 to below 3,000 <80>",4,6,3-5 kilometers,250 <96> 499,2,31,0.5,1,0.3333333333333333,NA,NA,NA,3,2,3,3,2,3,2,2,3,3,2,2,2,3,3,2,3
4,1,1,1,1,1,1,2,9,0.967741935483871,58,50-59,Female,Mecklenburg-Vorpommern,1,"With partner, not living together","Christian, but not close to a particular religious community",25,Employee in high position,"1,500 to below 2,000 <80>",1,7,21-50 kilometers,1 <96> 49,5,1,0.625,0.3333333333333333,0,NA,NA,NA,2,3,2,3,1,2,1,1,2,3,1,1,2,3,2,3,2
4,2,1,3,1,1,1,2,8,1.0070422535211268,73,60 and older,Male,Mecklenburg-Vorpommern,1,Married,"No, I don't feel close to any religion",19,Retired,"2,000 to below 2,500 <80>",2,6,More than 50 kilometer,1 <96> 49,2,3,0.625,0,0.3333333333333333,NA,NA,NA,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
4,2,2,2,3,2,2,3,4,1.00327868852459,71,60 and older,Male,Mecklenburg-Vorpommern,1,Widowed,"No, I don't feel close to any religion",14,Retired,"2,000 to below 2,500 <80>",1,5,11-20 kilometers,1 <96> 49,8,89,1,1,0.3333333333333333,NA,NA,NA,3,4,4,3,3,4,3,3,4,3,3,4,4,3,2,3,3
4,3,2,2,2,1,2,3,7,1.0444184687317355,58,50-59,Female,Mecklenburg-Vorpommern,1,"With partner, living together","No, I don't feel close to any religion",16,Self-employed / freelancer,No answer,2,7,3-5 kilometers,50 <96> 249,7,60,0.5,1,0.6666666666666666,NA,NA,NA,3,3,3,4,3,4,4,4,4,4,4,3,3,4,3,3,3
4,1,1,1,2,1,2,3,9,1.0152579317025914,55,50-59,Male,Mecklenburg-Vorpommern,1,Married,Protestant,12,Unskilled worker,"3,000 to below 3,500 <80>",4,5,Less than 3 kilometer,50 <96> 249,8,60,0.5,1,0.3333333333333333,NA,NA,NA,2,2,3,4,3,2,2,3,3,2,2,2,3,4,4,3,3
4,1,1,1,2,1,1,1,7,1.0152579317025914,27,18-29,Female,Mecklenburg-Vorpommern,1,"Single, without partner","No, I don't feel close to any religion",15,Skilled worker,"1,500 to below 2,000 <80>",1,6,Don't know,500 <96> 999,3,0,0.25,0,0.5,NA,NA,NA,2,3,3,3,1,2,1,1,1,2,1,2,2,3,3,2,1
4,1,1,1,1,1,2,2,7,1.1816037735849056,41,40-49,Male,Mecklenburg-Vorpommern,1,Married,Protestant,13,Employee in low / medium position,"2,500 to below 3,000 <80>",3,7,21-50 kilometers,There are no refugees in my town,4,0,0.625,0,0.6666666666666666,NA,NA,NA,3,2,3,1,3,2,3,2,4,3,3,2,3,4,1,4,2
4,1,1,1,2,1,2,4,8,1.0411328388401888,56,50-59,Female,Mecklenburg-Vorpommern,1,Married,"No, I don't feel close to any religion",14,Employee in low / medium position,"2,000 to below 2,500 <80>",2,5,11-20 kilometers,50 <96> 249,5,1,0.875,0,0.5,NA,NA,NA,3,4,4,4,2,3,4,4,3,3,4,2,4,4,4,4,3
4,1,1,1,2,1,1,1,8,1.2620320855614973,44,40-49,Female,Mecklenburg-Vorpommern,1,Married,"No, I don't feel close to any religion",13,Permanently sick or disabled,"3,000 to below 3,500 <80>",4,6,3-5 kilometers,50 <96> 249,2,0,0,0,0,NA,NA,NA,2,2,1,1,1,2,3,1,1,1,2,2,1,4,1,4,1
4,1,1,1,1,1,1,1,7,1.0360824742268042,26,18-29,Male,Mecklenburg-Vorpommern,1,"With partner, living together","No, I don't feel close to any religion",13,Employee in low / medium position,No answer,2,8,Don't know,50 <96> 249,5,0,0.375,0,0.16666666666666666,NA,NA,NA,2,3,3,3,3,3,2,4,2,4,3,3,4,4,3,3,1
4,1,1,1,2,1,1,2,8,1.2105263157894737,70,60 and older,Female,Mecklenburg-Vorpommern,1,Widowed,"No, I don't feel close to any religion",17,Retired,"1,500 to below 2,000 <80>",1,7,Less than 3 kilometer,50 <96> 249,3,99,0.75,1,0,NA,NA,NA,3,4,4,3,4,4,4,4,4,4,3,2,2,4,3,2,1
4,3,3,3,3,3,2,2,4,1.0761609907120744,51,50-59,Male,Mecklenburg-Vorpommern,1,Divorced / separated,"No, I don't feel close to any religion",12,Unemployed / seeking work,"1,000 to below 1,500 <80>",1,4,3-5 kilometers,500 <96> 999,10,88,1,1,0.6666666666666666,NA,NA,NA,4,4,4,4,2,4,4,4,4,4,4,4,4,1,4,4,3
4,1,1,1,2,2,2,3,6,1.2136752136752136,47,40-49,Male,Mecklenburg-Vorpommern,1,Married,"No, I don't feel close to any religion",17,Employee in high position,"3,500 to below 4,000 <80>",4,5,6-10 kilometers,1 <96> 49,5,3,0.75,1,0.3333333333333333,NA,NA,NA,3,4,4,3,3,4,3,3,3,3,2,2,3,3,3,3,3
4,3,3,3,3,3,4,4,5,1.226899383983573,30,18-29,Male,Mecklenburg-Vorpommern,1,"With partner, not living together","No, I don't feel close to any religion",15,Employee in low / medium position,"1,000 to below 1,500 <80>",2,2,Less than 3 kilometer,250 <96> 499,8,80,1,1,0.8333333333333334,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3
4,1,1,1,2,1,1,2,7,1.1505376344086022,59,50-59,Male,Mecklenburg-Vorpommern,1,Married,Protestant,15,Retired,"2,500 to below 3,000 <80>",2,6,21-50 kilometers,There are no refugees in my town,8,0,0.25,0.3333333333333333,0,NA,NA,NA,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,2
4,1,1,1,1,1,1,3,7,1.095940959409594,30,18-29,Female,Mecklenburg-Vorpommern,1,Married,"No, I don't feel close to any religion",17,Employee in low / medium position,"3,500 to below 4,000 <80>",2,8,Don't know,There are no refugees in my town,5,0,0.625,0,0,NA,NA,NA,3,2,3,3,3,3,4,3,3,3,3,2,2,2,3,3,3
4,1,1,1,2,1,2,1,5,1.2145981980105205,49,40-49,Male,Sachsen,1,Divorced / separated,"No, I don't feel close to any religion",12,Skilled worker,"500 to below 1,000 <80>",1,2,6-10 kilometers,500 <96> 999,2,0,0.125,0,0.3333333333333333,NA,NA,NA,4,2,2,2,2,2,3,2,2,2,2,2,2,3,2,3,2
4,1,1,1,2,1,1,1,10,1.2145981980105205,65,60 and older,Female,Sachsen,1,Divorced / separated,"No, I don't feel close to any religion",13,Retired,"500 to below 1,000 <80>",1,2,Don't know,250 <96> 499,6,0,0,0,0,NA,NA,NA,2,2,1,1,1,2,1,1,1,2,1,4,1,1,1,3,1
4,1,1,1,2,1,1,1,5,1.2145981980105205,40,30-39,Male,Sachsen,1,"With partner, living together","No, I don't feel close to any religion",16,Employee in low / medium position,"2,500 to below 3,000 <80>",4,5,6-10 kilometers,There are no refugees in my town,6,0,0.375,0,0,NA,NA,NA,3,2,4,3,2,3,2,2,3,2,2,2,2,3,2,3,3
4,1,3,3,2,3,3,2,8,1.2145981980105205,32,30-39,Male,Sachsen,1,Married,"No, I don't feel close to any religion",15,Employee in high position,"2,000 to below 2,500 <80>",3,7,6-10 kilometers,1000 and more,4,0,0.625,0.3333333333333333,0,NA,NA,NA,2,2,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3
4,1,1,1,1,1,2,3,5,1.2145981980105205,49,40-49,Male,Sachsen,1,"With partner, living together","No, I don't feel close to any religion",13,Skilled worker,"1,000 to below 1,500 <80>",2,3,6-10 kilometers,250 <96> 499,2,1,0.5,1,0,NA,NA,NA,3,2,3,3,2,3,2,3,3,3,2,2,3,3,2,3,4
4,3,3,3,3,3,2,2,3,1.2145981980105205,54,50-59,Male,Sachsen,1,Divorced / separated,"No, I don't feel close to any religion",12,Unskilled worker,"500 to below 1,000 <80>",1,3,Less than 3 kilometer,1000 and more,8,80,1,1,0,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2
4,1,1,1,2,1,1,1,5,1.2145981980105205,31,30-39,Female,Sachsen,1,"With partner, living together",Protestant,23,Employee in low / medium position,"3,000 to below 3,500 <80>",3,7,6-10 kilometers,1000 and more,6,10,0.5,0,0.16666666666666666,NA,NA,NA,3,3,3,1,2,3,3,3,1,3,3,3,2,4,1,3,1
4,1,1,1,1,1,1,3,6,1.2145981980105205,45,40-49,Female,Sachsen,1,"With partner, living together","No, I don't feel close to any religion",13,Skilled worker,"2,000 to below 2,500 <80>",2,6,3-5 kilometers,50 <96> 249,5,0,0.75,0.6666666666666666,0.3333333333333333,NA,NA,NA,4,3,4,3,1,3,3,2,3,3,3,3,1,3,2,2,1
4,1,1,1,1,1,1,1,4,1.2145981980105205,60,50-59,Female,Sachsen,1,Married,Protestant,13,Homemaker,"5,000 or more <80>",3,8,3-5 kilometers,1000 and more,5,0,0.25,0,0.3333333333333333,NA,NA,NA,2,1,1,1,1,1,2,2,3,1,2,1,1,3,2,1,3
